,variety
10500,Pinot Noir
123095,Malbec
18655,Cabernet Sauvignon
36331,Riesling
3021,Tempranillo
97553,Malbec
84819,Chardonnay
63669,Sauvignon Blanc
39980,Primitivo
24664,Cabernet Sauvignon
1087,Pinot Noir
75026,Red Blend
99331,Pinot Gris
110460,Syrah
78382,Bordeaux-style Red Blend
84116,Sauvignon Blanc
1976,Malbec
74567,Pinot Noir
122161,Glera
23525,Pinot Noir
44807,Chardonnay
109686,Pinot Gris
86968,Cabernet Sauvignon
92923,Nero d'Avola
128493,Bordeaux-style Red Blend
6651,Chardonnay
106673,Tempranillo
52608,Rosé
48968,Chardonnay
72327,Port
107269,Bordeaux-style Red Blend
110234,Cabernet Sauvignon
71204,Red Blend
100291,Pinot Noir
77042,Shiraz
81317,Chardonnay
53091,Riesling
564,Syrah
116505,Cabernet Franc
23470,Rhône-style Red Blend
71738,Tempranillo
115073,Bordeaux-style Red Blend
11714,Riesling
5837,Cabernet Sauvignon
112567,Bordeaux-style Red Blend
5829,Viognier
116855,Bordeaux-style Red Blend
66986,Cabernet Sauvignon
24832,Cabernet Franc
81996,Dolcetto
108591,Sauvignon Blanc
12317,Chardonnay
107018,Cabernet Sauvignon
7978,Pinot Noir
53198,White Blend
27319,Rosé
123930,Rosé
128399,Portuguese White
28698,Rosé
7308,Pinot Noir
24201,Petit Verdot
31841,Red Blend
27258,Pinot Noir
27046,Chardonnay
57854,Riesling
11721,White Blend
106310,Syrah
28309,Red Blend
114218,Portuguese White
17323,Sauvignon
128163,Chardonnay
113363,Roussanne
20525,Merlot
112340,Syrah
119460,Malbec
62300,Merlot
40489,Pinot Noir
94398,Rosé
112445,Chardonnay
100363,Cabernet Sauvignon
116091,Red Blend
25356,Chardonnay
5903,Cabernet Sauvignon
52761,Rosé
73531,Cabernet Sauvignon
37373,Chardonnay
52320,Red Blend
15107,"Corvina, Rondinella, Molinara"
116457,Cabernet Sauvignon
109658,Bordeaux-style Red Blend
25548,Chardonnay
58607,Sparkling Blend
55818,Rosé
121545,Sauvignon Blanc
21407,Red Blend
118393,Pinot Noir
110101,Pinot Noir
114334,Champagne Blend
43460,Sparkling Blend
97124,Chardonnay
98330,Cabernet Sauvignon
100825,Meritage
42404,Malbec
129572,Rosé
45381,Montepulciano
103223,Cabernet Sauvignon
77165,Chardonnay
98962,Portuguese White
8695,Aglianico
46079,Sauvignon Blanc
63296,Pinot Noir
49659,Zinfandel
121224,Sauvignon Blanc
64857,Pinot Noir
69042,Gewürztraminer
7208,Melon
13054,Cabernet Sauvignon
4457,Bordeaux-style Red Blend
18712,Grüner Veltliner
20588,Zinfandel
11405,Pinot Noir
6221,Pinot Gris
100245,Pinot Noir
6919,Pinot Noir
58049,Viognier
38231,Malbec
117884,Syrah
30622,Nebbiolo
102215,Mencía
76927,Touriga Nacional
35789,Bordeaux-style Red Blend
10737,Rhône-style Red Blend
83399,Red Blend
29192,Chardonnay
14016,Nebbiolo
21485,Sauvignon Blanc
115053,Cabernet Sauvignon
59370,Sauvignon
53844,Rosé
27346,Chardonnay
26438,Viognier
125641,Shiraz
119299,Riesling
61284,Tempranillo
108849,Cabernet Sauvignon
1415,Gewürztraminer
26933,Moscato
67948,Chardonnay
1675,Syrah
112896,Pinot Noir
38590,Pinot Noir
9602,Pinot Noir
98832,Riesling
52766,Bordeaux-style White Blend
36419,Red Blend
14309,Red Blend
126611,Pinot Noir
99492,Torrontés
79863,Rosé
17013,Cabernet Sauvignon
11881,Pinot Noir
98892,Cabernet Sauvignon
84949,Pinot Noir
71582,Red Blend
20494,Red Blend
8198,Bordeaux-style White Blend
117146,Shiraz
18206,Pinot Noir
125461,Riesling
126546,Riesling
102357,Pinot Grigio
112603,Red Blend
11758,Pinot Noir
129818,Pinot Noir
110134,Pinot Noir
4064,Merlot
32569,Barbera
36000,Rosé
51023,Pinot Noir
125073,Red Blend
30427,Turbiana
2932,Chardonnay
61896,Pinot Blanc
23808,Pinot Bianco
2325,White Blend
46621,Rosé
127679,Grillo
90101,Tempranillo Blend
35003,Cabernet Sauvignon
26885,Pinot Noir
36141,Bordeaux-style Red Blend
37988,Sparkling Blend
48792,Pinot Noir
77379,Syrah
20561,Red Blend
92574,Syrah
80528,White Blend
66339,Bordeaux-style Red Blend
129231,Malbec
8310,Zinfandel
100290,Sauvignon Blanc
17248,Portuguese White
129347,Cabernet Sauvignon
44091,Pinot Grigio
24315,Rhône-style Red Blend
13719,Zinfandel
71354,Rosé
23616,Pinot Noir
23566,Chardonnay
32515,Sauvignon Blanc
102160,Muscat
81909,Cabernet Sauvignon
22404,Red Blend
34047,Albariño
70383,Champagne Blend
42360,Bordeaux-style Red Blend
21754,Moscato
46878,Champagne Blend
59844,Pinot Grigio
7042,Riesling
108917,Sangiovese
35163,Red Blend
24746,Gamay
34921,Chardonnay
84953,Pinot Noir
2323,Bordeaux-style Red Blend
41435,Riesling
104223,Chardonnay
40823,Red Blend
79981,Cabernet Sauvignon
97065,Red Blend
20677,White Blend
23504,Sangiovese
67334,Pinot Noir
48812,Shiraz
9343,G-S-M
41744,Sangiovese
85403,Alvarinho
12402,Bordeaux-style Red Blend
80311,Pinot Noir
45031,Shiraz
41817,Red Blend
424,White Blend
128561,Rosé
41218,Chardonnay
116371,Grillo
79286,Bordeaux-style White Blend
23677,Verdicchio
102749,Cabernet Sauvignon
47334,Monastrell
27886,Sparkling Blend
31591,Dolcetto
123304,Barbera
55834,Malbec
3961,Bonarda
52049,Primitivo
17302,Chardonnay
93256,Pinot Noir
87005,Melon
99686,Pinot Gris
122242,Sauvignon Blanc
37295,Malbec
126793,Cabernet Sauvignon
90935,Sparkling Blend
109358,Tempranillo Blend
38923,Blaufränkisch
36691,Syrah
85996,Zinfandel
57426,Pinot Noir
76788,Grüner Veltliner
129496,Red Blend
72404,Moscato
65828,Pinot Noir
65084,Pinot Noir
119130,Pinot Noir
59519,Sangiovese Grosso
126444,Red Blend
55127,Bordeaux-style Red Blend
16472,Pinot Noir
46712,Pinot Blanc
99306,Pinot Noir
72630,Cabernet Sauvignon
121228,Pinot Noir
64998,Tempranillo
11534,Champagne Blend
120840,Pinot Noir
31060,Malbec
50580,Malbec
100814,Tempranillo
100778,Red Blend
71477,Cabernet Sauvignon
110945,Pinot Noir
206,Cabernet Sauvignon
89356,Syrah
99322,Bordeaux-style Red Blend
116041,Pinot Noir
105035,Pinot Noir
23318,Chardonnay
89555,Alvarinho
106735,Riesling
68534,Rhône-style Red Blend
80252,Bordeaux-style Red Blend
28285,Red Blend
46888,Champagne Blend
53953,Bordeaux-style Red Blend
25158,Riesling
37965,Pinot Noir
27888,Sangiovese
88343,Sparkling Blend
93258,Cabernet Sauvignon
14963,Grüner Veltliner
53110,Pinot Grigio
10574,Tannat
48501,Riesling
123113,Chardonnay
97383,Pinot Noir
122225,Cabernet Sauvignon
127546,Cabernet Sauvignon
36979,Nero d'Avola
29410,Sparkling Blend
13011,Riesling
55312,Pinot Grigio
96756,Riesling
49985,"Corvina, Rondinella, Molinara"
53697,Tempranillo
112609,Friulano
82654,Sauvignon
88384,Pinot Noir
67109,Red Blend
71302,Red Blend
93943,Chardonnay
81172,Sauvignon Blanc
96652,Syrah
4254,Malbec
122675,Sauvignon Blanc
125891,Pinot Noir
38318,Cabernet Franc
103958,Rosé
66682,Pinot Noir
109520,Portuguese White
90035,Chardonnay
51124,Cabernet Franc
7873,Pinot Noir
110092,Sémillon
74508,Roussanne
25216,Sangiovese Grosso
110062,Sparkling Blend
83497,Zinfandel
121216,Malbec
84369,Montepulciano
114301,Red Blend
25189,Chardonnay
75511,Portuguese Red
5676,Albariño
81699,White Blend
85895,Rhône-style Red Blend
48961,Nebbiolo
115120,Pinot Noir
85684,Sangiovese
27196,Cabernet Franc
114594,Pinot Noir
28846,Nebbiolo
109722,Merlot
63157,White Blend
6436,Sangiovese Grosso
20618,Merlot
57435,Chardonnay
22465,Pinot Noir
66987,Pinot Grigio
73018,Gewürztraminer
38690,Nebbiolo
84523,Rhône-style Red Blend
72575,Chardonnay
116014,Merlot
74382,Bordeaux-style Red Blend
23891,Sangiovese
93125,Pinot Noir
119902,Port
81985,Gewürztraminer
70275,Pinot Noir
78970,Merlot
32624,Pinot Noir
50962,Rosé
65128,Albariño
40577,Bordeaux-style Red Blend
16852,Merlot
82363,Chardonnay
4132,Chardonnay
98202,Riesling
80782,Muscat
115379,Red Blend
78024,Cabernet Franc
41872,Sauvignon Blanc
52779,Bordeaux-style Red Blend
94318,Chardonnay
49567,Riesling
9106,Bordeaux-style Red Blend
106190,Syrah
36764,Red Blend
94508,Pinot Noir
5383,Cabernet Sauvignon
50169,Chardonnay
51562,Syrah
71044,Chardonnay
48876,Rosé
101677,Cabernet Sauvignon
121335,Red Blend
119325,Chardonnay
1073,Port
16725,Cabernet Sauvignon-Syrah
119769,Rosé
119721,Malbec
39738,Red Blend
50254,Bordeaux-style Red Blend
4418,Merlot
8814,Malbec
79192,Cabernet Franc
77538,Greco
71652,Sangiovese Grosso
75650,Nero d'Avola
88279,Sangiovese Grosso
110802,Grüner Veltliner
99443,Nebbiolo
112131,Red Blend
98394,Nebbiolo
37831,Chenin Blanc
37871,Cabernet Sauvignon
20702,Bordeaux-style Red Blend
61223,Syrah
102065,Sauvignon Blanc
111002,Zinfandel
34140,Sauvignon
116055,Rhône-style Red Blend
100122,Red Blend
23707,Sangiovese
92728,Chardonnay
58558,White Blend
100036,Shiraz
120118,Chardonnay
127400,Sauvignon Blanc
91155,Viognier
87189,Pinot Noir
28385,Syrah
62423,Riesling
105586,Syrah
70638,Viognier
120435,Chardonnay
116310,Chardonnay
20726,Sauvignon Blanc
79710,Sparkling Blend
128418,Pinot Noir
22207,Pinot Grigio
54733,Red Blend
70968,Chardonnay
43386,Shiraz
73246,Chardonnay
23884,Red Blend
108165,Viognier
16529,Pinot Noir
90311,Petite Sirah
66929,Pinot Noir
81679,Pinot Noir
50175,Pinot Grigio
127643,Sauvignon Blanc
16138,Chardonnay
57051,Pinot Noir
114490,Bordeaux-style Red Blend
40019,Port
88341,Viura
108013,Malbec
103542,Pinot Noir
62640,Rhône-style Red Blend
57566,Red Blend
127560,Syrah
19209,Sauvignon Blanc
860,Cabernet Franc
101023,Tempranillo
92620,Chardonnay
53311,Sauvignon Blanc
86943,Shiraz
59417,Pinot Noir
47853,Syrah
104443,Tempranillo Blend
108201,Grenache Blanc
76531,Moscato
112806,Pinot Noir
32590,Red Blend
54846,Tempranillo
111828,Merlot
33635,Barbera
36723,Merlot
41110,Torrontés
63755,Pinot Noir
128829,Sparkling Blend
44353,Rhône-style Red Blend
62492,Syrah
83821,Champagne Blend
112889,Cabernet Sauvignon
44358,Chardonnay
14284,Bordeaux-style Red Blend
65912,Cabernet Sauvignon
15242,Bordeaux-style Red Blend
44283,Rosé
106463,Pinot Grigio
15947,Riesling
44176,Syrah
5103,Cabernet Sauvignon
92315,Viognier
36521,Pinot Noir
118920,Bordeaux-style Red Blend
8321,Sémillon
9990,Cabernet Sauvignon
100205,Champagne Blend
100451,Tempranillo
46346,Pinot Noir
99457,Pinot Noir
55578,Torrontés
69762,Cabernet Sauvignon
124126,Chardonnay
45307,Pinot Noir
28791,Roussanne
103056,Bordeaux-style Red Blend
73807,Cabernet Sauvignon
99779,Viognier
86687,Tempranillo
35053,Tempranillo Blend
54573,Pinot Noir
74929,Pinot Grigio
127555,Merlot
12273,Merlot
78419,Riesling
17414,Red Blend
71201,Bordeaux-style Red Blend
107083,Red Blend
77079,Pinot Noir
9017,Merlot
61044,Chardonnay
90447,Chardonnay
103283,Red Blend
6873,Red Blend
122501,Rhône-style Red Blend
109366,Cabernet Sauvignon-Merlot
91472,Syrah
20504,Gamay
76316,Shiraz
12220,Pinot Noir
10834,Nebbiolo
21732,Cabernet Sauvignon
48986,Chardonnay
19595,Zinfandel
9763,Cabernet Sauvignon
69598,Grüner Veltliner
102978,Pinot Noir
56029,Cabernet Sauvignon
123432,Red Blend
47341,Chardonnay
42786,Tempranillo
119655,Grüner Veltliner
76231,Portuguese Red
121464,Grenache
29322,Cabernet Sauvignon
1021,Malbec
11806,Bordeaux-style White Blend
125059,Pinot Noir
100435,Gewürztraminer
93326,Pinot Noir
122704,Syrah
113502,Glera
111438,Cabernet Sauvignon
86496,Rosé
60243,Pinot Noir
57994,Bordeaux-style Red Blend
84288,Tempranillo
34260,Red Blend
86078,Sauvignon Blanc
11303,Bordeaux-style Red Blend
14104,Chardonnay
51172,"Corvina, Rondinella, Molinara"
60012,Riesling
107748,Grüner Veltliner
16332,Chardonnay
88577,Chardonnay
83863,Tannat
25375,Glera
117461,Red Blend
44684,Rosé
108483,Pinot Noir
91502,Shiraz
18393,Riesling
65524,Chardonnay
35266,Chardonnay
107993,Nebbiolo
16,Malbec
119927,Pinot Noir
71698,Bordeaux-style Red Blend
89585,Zinfandel
28841,Pinot Noir
41506,Pinot Noir
93055,Cabernet Sauvignon-Merlot
72823,Barbera
35442,Chardonnay
86905,Syrah
127548,Cabernet Sauvignon
116591,Bordeaux-style Red Blend
45683,Chardonnay
28694,Pinot Noir
4184,Pinot Noir
7838,Red Blend
73847,Red Blend
35975,Cabernet Sauvignon
36121,Garnacha
87668,Pinot Noir
1240,Bordeaux-style Red Blend
63616,Syrah
124081,Bordeaux-style Red Blend
117659,Pinot Noir
71818,Rosé
126921,Red Blend
97115,Red Blend
89817,Sauvignon Blanc
106711,Melon
66343,Red Blend
125908,Chardonnay
74659,Chardonnay
50353,Chardonnay
85831,Chardonnay
48637,Riesling
43847,Nebbiolo
6755,Syrah
73035,Pinot Noir
52291,Glera
81170,Cabernet Sauvignon
75236,Zinfandel
94454,Bordeaux-style White Blend
84222,Sauvignon Blanc
114801,Barbera
93294,Pinot Gris
118574,Nebbiolo
114969,Sauvignon Blanc
28966,White Blend
69948,Cabernet Sauvignon
101803,Touriga Nacional
41477,Riesling
17828,Syrah
97770,Rosé
20325,Sangiovese
61275,Zinfandel
85216,Red Blend
111669,Cabernet Sauvignon
59867,Chardonnay
101251,Albariño
40856,Malbec
36760,Pinot Noir
56492,Pinot Noir
76209,Carmenère
90706,Zinfandel
27065,Chardonnay
6863,Cabernet Franc
67353,Bordeaux-style Red Blend
79645,Cabernet Sauvignon
111338,Riesling
22052,Pinot Grigio
8325,Cabernet Sauvignon
111498,Bordeaux-style Red Blend
54159,Chardonnay
80658,Merlot
110541,Syrah
12433,Cabernet Sauvignon
100897,Rosé
36563,Chardonnay
90714,Alvarinho
110476,Red Blend
46658,White Blend
106488,Sauvignon Blanc
69499,Rosé
49613,Pinot Noir
46248,White Blend
85080,Chardonnay
28029,Cabernet Sauvignon
51671,Zweigelt
10204,Champagne Blend
73953,White Blend
74607,Rhône-style Red Blend
88498,Portuguese Red
24533,Rhône-style White Blend
51749,Chardonnay
1210,Cabernet Sauvignon
48322,Pinot Noir
36060,Pinot Noir
99548,Champagne Blend
54429,Vermentino
56010,Chardonnay
100774,Dolcetto
112226,Chardonnay
128818,Chardonnay
85446,Bordeaux-style Red Blend
99554,Sparkling Blend
91263,Sparkling Blend
45187,Riesling
115753,Rhône-style Red Blend
44268,Red Blend
16807,Syrah
29744,Bordeaux-style Red Blend
12321,Zinfandel
19615,Fiano
6787,Tempranillo Blend
105688,Zinfandel
23916,White Blend
79302,Cabernet Sauvignon
5891,Malbec
117342,Sauvignon Blanc
30563,Merlot
59514,Pinot Noir
91836,Rosé
80863,Shiraz
75078,Red Blend
111309,Red Blend
55109,Pinot Noir
74327,Viura
31930,Red Blend
52219,Red Blend
68862,Touriga Nacional
58080,Pinot Noir
38243,Pinot Noir
81301,Chardonnay
96790,White Blend
115756,Sangiovese
98954,White Blend
95241,Chardonnay
76162,Rosé
92276,Portuguese Red
125699,Petit Verdot
58503,Zinfandel
115876,Chardonnay
10038,Riesling
27493,Riesling
42007,Portuguese White
87362,Zinfandel
98809,Viognier
8245,Zinfandel
115031,Monastrell
19973,Cabernet Sauvignon
106895,Sangiovese
77709,Chardonnay
126462,Bordeaux-style Red Blend
80834,Pinot Noir
8857,Bordeaux-style Red Blend
40838,Chardonnay
62963,Portuguese Red
98927,Red Blend
120538,Chardonnay
94080,Mencía
44319,Syrah
11671,Pinot Noir
38922,Rosé
129722,Aglianico
21747,Red Blend
91110,Riesling
49421,Pinot Gris
25221,Sangiovese Grosso
61086,Red Blend
16253,Pinot Noir
64602,Sparkling Blend
66002,Cabernet Sauvignon
94076,Sparkling Blend
9501,Pinot Noir
112578,Bordeaux-style Red Blend
4675,Pinot Noir
30703,Tempranillo Blend
101003,Cabernet Sauvignon
92266,Chardonnay
37441,Syrah
101473,Zinfandel
2438,Red Blend
66802,Bordeaux-style Red Blend
23292,Shiraz
59909,White Blend
14279,Red Blend
35004,White Blend
24111,Pinot Noir
48311,Pinot Noir
87179,Rosé
84827,Pinot Noir
32927,Roussanne
37739,Cabernet Sauvignon
6784,White Blend
27555,Syrah
117042,Nerello Mascalese
20595,Portuguese White
7765,Syrah
30675,Pinot Noir
6548,Carmenère
97948,Pinot Grigio
125911,Rhône-style Red Blend
50290,Shiraz
60320,Syrah
30098,Albariño
24321,Chardonnay
128008,Chardonnay
36924,Pinot Noir
64677,Red Blend
92476,Nebbiolo
15873,Merlot
34645,Portuguese Red
40805,Moscato
94574,Merlot
46963,Chardonnay
113011,Merlot
109020,Pinot Noir
9233,Chardonnay
42628,Merlot
62952,Pinot Grigio
126046,Rosé
18646,Merlot
112908,Syrah
85988,Rosé
65110,Bordeaux-style Red Blend
14054,Sparkling Blend
76533,Sparkling Blend
122724,Portuguese Red
64873,Sangiovese
117636,Sangiovese
123880,Champagne Blend
72591,Merlot
128374,Riesling
87570,Montepulciano
47985,Nebbiolo
36495,Merlot
115501,Portuguese White
12964,Pinot Noir
41223,Chardonnay
96360,Malbec
61773,Cabernet Sauvignon
29709,Sparkling Blend
52203,Pinot Noir
39952,Sangiovese
25892,Bordeaux-style Red Blend
41569,Chardonnay
54092,Shiraz
105674,Pinot Noir
100115,Cabernet Franc
74094,Cabernet Sauvignon
87399,Red Blend
90999,Red Blend
123391,White Blend
76963,Riesling
2591,Nebbiolo
110147,Riesling
110782,Pinot Noir
10503,Riesling
34537,Gamay
82857,Malbec
9921,Pinot Noir
60322,Red Blend
24342,Chardonnay
67474,Portuguese Red
79764,Cabernet Sauvignon
72780,Chardonnay
54956,Pinot Noir
89093,Aglianico
5122,Zinfandel
109774,Chenin Blanc
114123,Rosé
49783,Nebbiolo
36835,Malbec
114584,Moscato
58349,Portuguese Red
30417,Zweigelt
6591,Pinot Noir
63218,Pinot Noir
113204,Mourvèdre
71950,Pinot Noir
105106,Rhône-style Red Blend
62637,Red Blend
23437,Malbec
125548,Zinfandel
86544,Cabernet Sauvignon
19160,Bordeaux-style Red Blend
2869,Cabernet Sauvignon
128266,Riesling
45111,Red Blend
113073,Pinot Noir
102110,Cabernet Sauvignon
7393,Pinot Noir
118067,Chardonnay
80242,Syrah
91845,Cabernet Sauvignon
97240,Pinot Noir
81643,Pinot Noir
108364,Riesling
128258,White Blend
51869,Petite Sirah
65218,Sangiovese Grosso
100808,Pinot Noir
55862,Bordeaux-style Red Blend
129897,Petite Sirah
9796,Pinot Noir
76677,Torrontés
48824,Riesling
89812,Cabernet Sauvignon
26034,Bordeaux-style Red Blend
95798,Syrah
86175,Riesling
43886,Pinot Noir
12941,Cabernet Sauvignon
91454,Meritage
1098,Chardonnay
68466,Red Blend
66577,Chenin Blanc
113654,Rhône-style Red Blend
88262,Tempranillo Blend
1747,Bordeaux-style Red Blend
129743,Champagne Blend
115335,Riesling
50814,Chardonnay
103899,Zinfandel
45180,Pinot Noir
54893,Red Blend
105360,Pinot Noir
38305,Pinot Noir
126068,Portuguese Red
64741,Gewürztraminer
74103,Chardonnay
87325,Nebbiolo
38397,Bordeaux-style White Blend
116938,Chardonnay
80769,Bordeaux-style Red Blend
85551,Chardonnay
57134,Sauvignon Blanc
99662,Barbera
91268,Riesling
22940,Pinot Noir
56148,Chardonnay
49312,Zinfandel
86018,Grenache
88724,Cabernet Sauvignon
30560,Cabernet Sauvignon
47223,Tempranillo
55652,Petite Sirah
99783,Bordeaux-style Red Blend
13990,Gamay
68767,Portuguese White
19992,Pinot Noir
36034,Moscato
14864,Gewürztraminer
110428,Vernaccia
87002,Pinot Noir
11426,Chardonnay
66260,Portuguese Red
114756,Bordeaux-style Red Blend
6842,Sangiovese Grosso
90975,Cabernet Sauvignon
43616,Chardonnay
48977,Chardonnay
83885,Red Blend
37599,Sparkling Blend
27340,Riesling
50796,Verdejo
7041,Pinot Noir
55997,Cabernet Sauvignon
117142,Syrah
81777,Cabernet Sauvignon
42749,Portuguese Red
38011,Red Blend
6896,Pinot Noir
85348,Portuguese Red
42833,Syrah
99880,Chardonnay
81610,Gewürztraminer
19230,Pinot Grigio
50150,Sangiovese
9461,Mourvèdre
22362,Chardonnay
48728,Zinfandel
113361,Port
17873,Sauvignon Blanc
56960,Pinot Noir
122166,Bordeaux-style Red Blend
97071,Red Blend
87276,Pinot Noir
78887,Chardonnay
58686,Zinfandel
56400,Zinfandel
3849,Cabernet Sauvignon
72259,Champagne Blend
8367,Champagne Blend
92829,Pinot Grigio
92256,Portuguese Red
24178,Sparkling Blend
122209,Cabernet Sauvignon
36718,Red Blend
77580,Pinot Noir
56384,Meritage
58465,Gamay
58183,Sangiovese
57553,Pinot Noir
50530,Albariño
93619,Pinot Noir
19553,Muscat
80521,Pinot Noir
104567,Red Blend
65774,Pinot Noir
12017,Champagne Blend
5286,Syrah
7233,"Corvina, Rondinella, Molinara"
49072,Cabernet Sauvignon
35155,Pinot Noir
33237,Chardonnay
74731,Syrah
63710,Rosé
80475,Zinfandel
64272,Cabernet Sauvignon
120474,Chardonnay
5219,Sauvignon Blanc
97985,Portuguese White
115982,Glera
86800,Zinfandel
5003,Merlot
60300,Cabernet Sauvignon
83080,Merlot
61401,Rhône-style Red Blend
90562,Portuguese Red
60423,Sangiovese
87713,Bordeaux-style Red Blend
79653,Grenache Blanc
13425,Portuguese Red
28314,Chardonnay
70996,Bordeaux-style Red Blend
62290,Syrah
64121,Pinot Noir
92518,Red Blend
4296,Syrah
75379,Red Blend
41546,Portuguese White
13170,Red Blend
17587,Sparkling Blend
43381,Tempranillo
80729,Nebbiolo
78855,Sangiovese
10832,Bordeaux-style Red Blend
105689,Sauvignon Blanc
119244,Malbec
114694,Chardonnay
61413,Rosé
47611,Chardonnay
29032,Cabernet Franc
73120,Pinot Noir
64479,Sauvignon Blanc
111466,Red Blend
721,Cabernet Sauvignon
20694,Pinot Noir
79350,Chardonnay
75287,Sauvignon Blanc
70632,Vernaccia
18758,Verdejo
55534,Sauvignon Blanc
46629,Red Blend
125851,Tempranillo
57169,Portuguese White
93944,Merlot
17403,Pinot Noir
116435,Malbec
58969,White Blend
64686,Portuguese White
28381,Pinot Noir
101631,Cabernet Sauvignon
113678,Pinot Noir
94878,Sauvignon Blanc
111010,Zinfandel
42207,Riesling
27400,Sauvignon Blanc
42232,Sauvignon Blanc
51785,Merlot
11943,Chardonnay
37281,Pinot Noir
119714,Gewürztraminer
83303,Garganega
89104,Cabernet Sauvignon
122092,Pinot Noir
102918,Sangiovese
116393,Red Blend
118914,Sauvignon Blanc
83917,Pinot Grigio
28537,Blaufränkisch
86814,Red Blend
113626,Sauvignon Blanc
36247,Pinot Noir
18077,Cabernet Sauvignon
79867,Chardonnay
40532,Cabernet Sauvignon
18695,Malbec
60910,Sangiovese Grosso
36338,Friulano
24494,Syrah
91363,Zinfandel
109325,Sauvignon Blanc
94005,Cabernet Sauvignon
15221,Tempranillo
80362,Sangiovese
19175,Sangiovese
99493,Zinfandel
112121,Malbec
109728,Portuguese Red
117872,Pinot Noir
126194,Sauvignon Blanc
40025,Chardonnay
90087,Rhône-style Red Blend
125084,Tempranillo
101283,Cabernet Sauvignon
109755,Chardonnay
112147,Red Blend
116826,Grenache
40144,Portuguese Red
97772,Rosé
104948,Montepulciano
77921,Pinot Noir
74020,Pinot Noir
68015,Chardonnay
124409,Shiraz
91279,Sauvignon Blanc
